donor_id,received_date,check_date,paid_out_date,gross_amount,processing_fee,net_amount,campus,campus_imputed,payment_method,week_end_sunday,
25198069,2025-04-01,,2025-04-03,41.19,-1.19,40,Bucks County Community Church,TRUE,Electronic,2025-04-06,
153446115,2025-04-01,,2025-04-03,200,-4.6,195.4,Bucks County Community Church,TRUE,Electronic,2025-04-06,
163307111,2025-04-01,,2025-04-03,51.41,-1.41,50,Bucks County Community Church,TRUE,Electronic,2025-04-06,
142658519,2025-04-01,,2025-04-03,200,-4.6,195.4,Bucks County Community Church,FALSE,Electronic,2025-04-06,
142658519,2025-04-01,,2025-04-03,200,-4.6,195.4,Bucks County Community Church,FALSE,Electronic,2025-04-06,
25198177,2025-04-01,,2025-04-10,335.3,-0.3,335,Bucks County Community Church,TRUE,Electronic,2025-04-06,
9011838,2025-03-31,,2025-04-10,33.3,-0.3,33,Bucks County Community Church,FALSE,Electronic,2025-04-06,
142658659,2025-03-31,,2025-04-10,80,-0.3,79.7,Bucks County Community Church,TRUE,Electronic,2025-04-06,
8644496,2025-03-31,,2025-04-03,400,-8.9,391.1,Bucks County Community Church,TRUE,Electronic,2025-04-06,
158526255,2025-03-31,,2025-04-03,10.53,-0.53,10,Bucks County Community Church,TRUE,Electronic,2025-04-06,
146382899,2025-03-31,,,25,,25,Bucks County Community Church,FALSE,Unknown,2025-04-06,
153813411,2025-03-31,,2025-04-03,400,-8.9,391.1,Bucks County Community Church,TRUE,Electronic,2025-04-06,
25198137,2025-03-31,,2025-04-10,51.3,-0.3,51,Bucks County Community Church,TRUE,Electronic,2025-04-06,
142658644,2025-03-30,,2025-04-03,100.3,-0.3,100,Bucks County Community Church,TRUE,Electronic,2025-03-30,
13151152,2025-03-30,,2025-04-03,3370,-0.3,3369.7,Bucks County Community Church,FALSE,Electronic,2025-03-30,
132567000,2025-03-30,,2025-04-03,50,-1.38,48.62,Bucks County Community Church,TRUE,Electronic,2025-03-30,
142658549,2025-03-30,,2025-04-03,50,-1.38,48.62,Bucks County Community Church,TRUE,Electronic,2025-03-30,
159909209,2025-03-30,,2025-04-03,25.86,-0.86,25,Bucks County Community Church,TRUE,Electronic,2025-03-30,
156859780,2025-03-30,,2025-04-03,175,-4.06,170.94,Bucks County Community Church,FALSE,Electronic,2025-03-30,
142719519,2025-03-30,,2025-04-03,102.5,-2.5,100,Bucks County Community Church,FALSE,Electronic,2025-03-30,
25197985,2025-03-30,,2025-04-03,102.5,-2.5,100,Bucks County Community Church,TRUE,Electronic,2025-03-30,
142658528,2025-03-30,,2025-04-03,60.99,-1.61,59.38,Bucks County Community Church,FALSE,Electronic,2025-03-30,
158515935,2025-03-30,,2025-04-03,700.3,-0.3,700,Bucks County Community Church,TRUE,Electronic,2025-03-30,
161356092,2025-03-30,,2025-04-03,20,-0.73,19.27,Bucks County Community Church,TRUE,Electronic,2025-03-30,
154820246,2025-03-30,,2025-04-03,50,-1.38,48.62,Bucks County Community Church,FALSE,Electronic,2025-03-30,
154995743,2025-03-30,,2025-04-03,25,-0.84,24.16,Bucks County Community Church,FALSE,Electronic,2025-03-30,
142658557,2025-03-30,,2025-04-03,82.06,-2.06,80,Bucks County Community Church,FALSE,Electronic,2025-03-30,
158638299,2025-03-30,,,25.86,,0,Bucks County Community Church,TRUE,Unknown,2025-03-30,
25197905,2025-03-30,,2025-04-03,25,-0.84,24.16,Bucks County Community Church,TRUE,Electronic,2025-03-30,
163260196,2025-03-30,,2025-04-03,61.62,-1.62,60,Bucks County Community Church,TRUE,Electronic,2025-03-30,
153818068,2025-03-30,,2025-04-03,100.3,-0.3,100,Bucks County Community Church,FALSE,Electronic,2025-03-30,
158638299,2025-03-30,,,25.86,,0,Bucks County Community Church,TRUE,Unknown,2025-03-30,
165773841,2025-03-30,,2025-04-03,40,-1.16,38.84,Bucks County Community Church,TRUE,Electronic,2025-03-30,
166249166,2025-03-30,,2025-04-03,20.75,-0.75,20,Bucks County Community Church,TRUE,Electronic,2025-03-30,
25198069,2025-03-30,,2025-04-03,41.19,-1.19,40,Bucks County Community Church,TRUE,Electronic,2025-03-30,
72645936,2025-03-30,,2025-04-03,50,-1.38,48.62,Bucks County Community Church,TRUE,Electronic,2025-03-30,
151745316,2025-03-30,,2025-04-03,290,-6.54,283.46,Bucks County Community Church,TRUE,Electronic,2025-03-30,
12901014,2025-03-30,2025-03-24,,400,,400,Bucks County Community Church,FALSE,Check,2025-03-30,
25197896,2025-03-30,2025-03-18,,150,,150,Bucks County Community Church,TRUE,Check,2025-03-30,
25197906,2025-03-30,2025-03-30,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-30,
164285822,2025-03-30,2025-03-10,,200,,200,Bucks County Community Church,TRUE,Check,2025-03-30,
161436507,2025-03-30,2025-03-30,,50,,50,Bucks County Community Church,TRUE,Check,2025-03-30,
142658543,2025-03-30,2025-03-30,,50,,50,Bucks County Community Church,TRUE,Check,2025-03-30,
147878502,2025-03-30,2025-03-30,,190,,190,Bucks County Community Church,TRUE,Check,2025-03-30,
25197990,2025-03-30,2025-03-20,,300,,300,Bucks County Community Church,FALSE,Check,2025-03-30,
25198042,2025-03-30,2025-03-31,,225,,225,Bucks County Community Church,FALSE,Check,2025-03-30,
25198052,2025-03-30,2025-03-30,,50,,50,Bucks County Community Church,FALSE,Check,2025-03-30,
12900860,2025-03-30,2025-03-27,,1190,,1190,Bucks County Community Church,TRUE,Check,2025-03-30,
142658600,2025-03-30,2025-03-30,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-30,
25198081,2025-03-30,2025-03-25,,500,,500,Bucks County Community Church,TRUE,Check,2025-03-30,
142658602,2025-03-30,2025-03-30,,50,,50,Bucks County Community Church,TRUE,Check,2025-03-30,
25198102,2025-03-30,2025-03-30,,850,,850,Bucks County Community Church,TRUE,Check,2025-03-30,
25198136,2025-03-30,2025-03-27,,55,,55,Bucks County Community Church,FALSE,Check,2025-03-30,
95553959,2025-03-30,2025-03-30,,150,,150,Bucks County Community Church,TRUE,Check,2025-03-30,
147878482,2025-03-30,2025-03-30,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-30,
25198226,2025-03-30,2025-03-30,,250,,250,Bucks County Community Church,TRUE,Check,2025-03-30,
25198249,2025-03-30,2025-03-30,,180,,180,Bucks County Community Church,TRUE,Check,2025-03-30,
25198255,2025-03-30,2025-03-30,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-30,
13119242,2025-03-30,2025-03-24,,350,,350,Bucks County Community Church,TRUE,Check,2025-03-30,
72645958,2025-03-30,2025-03-27,,100,,100,Bucks County Community Church,FALSE,Check,2025-03-30,
25198262,2025-03-30,2025-03-25,,100,,100,Bucks County Community Church,FALSE,Check,2025-03-30,
153445844,2025-03-30,2025-03-28,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-30,
142658683,2025-03-30,,,30,,30,Bucks County Community Church,TRUE,Unknown,2025-03-30,
,2025-03-30,,,598,,598,Bucks County Community Church,TRUE,Unknown,2025-03-30,
165374643,2025-03-28,,2025-04-03,279.31,-6.31,273,Bucks County Community Church,TRUE,Electronic,2025-03-30,
142658660,2025-03-28,,2025-04-03,150.3,-0.3,150,Bucks County Community Church,TRUE,Electronic,2025-03-30,
96005461,2025-03-28,,2025-04-03,1022.28,-22.28,1000,Bucks County Community Church,FALSE,Electronic,2025-03-30,
165374643,2025-03-27,,2025-04-03,24,-0.82,23.18,Bucks County Community Church,TRUE,Electronic,2025-03-30,
147878650,2025-03-26,,2025-04-03,300,-6.75,293.25,Bucks County Community Church,TRUE,Electronic,2025-03-30,
9011838,2025-03-24,,2025-04-03,33.3,-0.3,33,Bucks County Community Church,FALSE,Electronic,2025-03-30,
142658659,2025-03-24,,2025-04-03,80,-0.3,79.7,Bucks County Community Church,TRUE,Electronic,2025-03-30,
147878650,2025-03-24,,2025-03-27,1078,-23.48,1054.52,Bucks County Community Church,TRUE,Electronic,2025-03-30,
142658574,2025-03-23,,2025-03-27,20.3,-0.3,20,Bucks County Community Church,TRUE,Electronic,2025-03-23,
132567000,2025-03-23,,2025-03-27,50,-1.38,48.62,Bucks County Community Church,TRUE,Electronic,2025-03-23,
142658549,2025-03-23,,2025-03-27,50,-1.38,48.62,Bucks County Community Church,TRUE,Electronic,2025-03-23,
159909209,2025-03-23,,2025-03-27,25.86,-0.86,25,Bucks County Community Church,TRUE,Electronic,2025-03-23,
156859780,2025-03-23,,2025-03-27,175,-4.06,170.94,Bucks County Community Church,FALSE,Electronic,2025-03-23,
142719519,2025-03-23,,2025-03-27,102.5,-2.5,100,Bucks County Community Church,FALSE,Electronic,2025-03-23,
142658528,2025-03-23,,2025-03-27,60.99,-1.61,59.38,Bucks County Community Church,FALSE,Electronic,2025-03-23,
158515935,2025-03-23,,2025-03-27,700.3,-0.3,700,Bucks County Community Church,TRUE,Electronic,2025-03-23,
161356092,2025-03-23,,2025-03-27,20,-0.73,19.27,Bucks County Community Church,TRUE,Electronic,2025-03-23,
154820246,2025-03-23,,2025-03-27,50,-1.38,48.62,Bucks County Community Church,FALSE,Electronic,2025-03-23,
154995743,2025-03-23,,2025-03-27,25,-0.84,24.16,Bucks County Community Church,FALSE,Electronic,2025-03-23,
142658557,2025-03-23,,2025-03-27,82.06,-2.06,80,Bucks County Community Church,FALSE,Electronic,2025-03-23,
158638299,2025-03-23,,,25.86,,0,Bucks County Community Church,TRUE,Unknown,2025-03-23,
25197905,2025-03-23,,2025-03-27,25,-0.84,24.16,Bucks County Community Church,TRUE,Electronic,2025-03-23,
163260196,2025-03-23,,2025-03-27,61.62,-1.62,60,Bucks County Community Church,TRUE,Electronic,2025-03-23,
165773841,2025-03-23,,,41.19,,0,Bucks County Community Church,TRUE,Unknown,2025-03-23,
153818068,2025-03-23,,2025-03-27,100.3,-0.3,100,Bucks County Community Church,FALSE,Electronic,2025-03-23,
147878598,2025-03-23,,2025-03-27,20.75,-0.75,20,Bucks County Community Church,FALSE,Electronic,2025-03-23,
13151152,2025-03-23,,2025-03-27,200,-0.3,199.7,Bucks County Community Church,FALSE,Electronic,2025-03-23,
72645936,2025-03-23,,2025-03-27,50,-1.38,48.62,Bucks County Community Church,TRUE,Electronic,2025-03-23,
147878700,2025-03-23,,2025-03-27,20.75,-0.75,20,Bucks County Community Church,TRUE,Electronic,2025-03-23,
13237068,2025-03-23,,2025-03-27,250,-5.68,244.32,Bucks County Community Church,FALSE,Electronic,2025-03-23,
96005434,2025-03-23,2025-03-17,,246,,246,Bucks County Community Church,TRUE,Check,2025-03-23,
25197868,2025-03-23,2025-03-23,,300,,300,Bucks County Community Church,TRUE,Check,2025-03-23,
72645893,2025-03-23,2025-03-21,,250,,250,Bucks County Community Church,FALSE,Check,2025-03-23,
147071159,2025-03-23,2025-03-23,,35,,35,Bucks County Community Church,FALSE,Check,2025-03-23,
142658543,2025-03-23,2025-03-23,,50,,50,Bucks County Community Church,TRUE,Check,2025-03-23,
147878502,2025-03-23,2025-03-23,,220,,220,Bucks County Community Church,TRUE,Check,2025-03-23,
25197948,2025-03-23,2025-03-23,,100,,100,Bucks County Community Church,FALSE,Check,2025-03-23,
162035432,2025-03-23,2025-03-23,,177,,177,Bucks County Community Church,TRUE,Check,2025-03-23,
19471360,2025-03-23,2025-03-20,,433,,433,Bucks County Community Church,TRUE,Check,2025-03-23,
142658573,2025-03-23,2025-03-21,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-23,
25198052,2025-03-23,2025-03-23,,50,,50,Bucks County Community Church,FALSE,Check,2025-03-23,
143622757,2025-03-23,2025-03-23,,50,,50,Bucks County Community Church,TRUE,Check,2025-03-23,
142658587,2025-03-23,2025-03-23,,700,,700,Bucks County Community Church,TRUE,Check,2025-03-23,
142658600,2025-03-23,2025-03-23,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-23,
25198081,2025-03-23,2025-03-13,,700,,700,Bucks County Community Church,TRUE,Check,2025-03-23,
161221704,2025-03-23,2025-03-23,,25,,25,Bucks County Community Church,TRUE,Check,2025-03-23,
25198094,2025-03-23,2025-03-14,,400,,400,Bucks County Community Church,TRUE,Check,2025-03-23,
161087064,2025-03-23,2025-03-20,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-23,
142658626,2025-03-23,2025-03-23,,500,,500,Bucks County Community Church,TRUE,Check,2025-03-23,
142658636,2025-03-23,2025-03-23,,50,,50,Bucks County Community Church,TRUE,Check,2025-03-23,
146800284,2025-03-23,2025-03-19,,604,,604,Bucks County Community Church,FALSE,Check,2025-03-23,
142658645,2025-03-23,2025-03-23,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-23,
95553959,2025-03-23,2025-03-23,,150,,150,Bucks County Community Church,TRUE,Check,2025-03-23,
141093472,2025-03-23,2025-03-23,,150,,150,Bucks County Community Church,FALSE,Check,2025-03-23,
25198228,2025-03-23,2025-03-23,,120,,120,Bucks County Community Church,TRUE,Check,2025-03-23,
25198226,2025-03-23,2025-03-23,,250,,250,Bucks County Community Church,TRUE,Check,2025-03-23,
25198248,2025-03-23,2025-03-18,,150,,150,Bucks County Community Church,TRUE,Check,2025-03-23,
25198249,2025-03-23,2025-03-23,,600,,600,Bucks County Community Church,TRUE,Check,2025-03-23,
25198250,2025-03-23,2025-03-19,,65,,65,Bucks County Community Church,TRUE,Check,2025-03-23,
25198255,2025-03-23,2025-03-23,,200,,200,Bucks County Community Church,TRUE,Check,2025-03-23,
25198255,2025-03-23,2025-03-23,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-23,
13119242,2025-03-23,2025-03-17,,350,,350,Bucks County Community Church,TRUE,Check,2025-03-23,
72645958,2025-03-23,2025-03-20,,100,,100,Bucks County Community Church,FALSE,Check,2025-03-23,
25198269,2025-03-23,2025-03-23,,200,,200,Bucks County Community Church,TRUE,Check,2025-03-23,
142658530,2025-03-23,,,20,,20,Bucks County Community Church,FALSE,Unknown,2025-03-23,
142658585,2025-03-23,,,40,,40,Bucks County Community Church,TRUE,Unknown,2025-03-23,
146382899,2025-03-23,,,25,,25,Bucks County Community Church,FALSE,Unknown,2025-03-23,
,2025-03-23,,,1405,,1405,Bucks County Community Church,TRUE,Unknown,2025-03-23,
142658686,2025-03-22,,2025-03-27,200,-4.6,195.4,Bucks County Community Church,TRUE,Electronic,2025-03-23,
151855474,2025-03-22,,2025-03-27,310.3,-0.3,310,Bucks County Community Church,FALSE,Electronic,2025-03-23,
142658660,2025-03-21,,2025-03-27,150.3,-0.3,150,Bucks County Community Church,TRUE,Electronic,2025-03-23,
25198265,2025-03-21,,2025-03-27,107.61,-2.61,105,Bucks County Community Church,TRUE,Electronic,2025-03-23,
95944356,2025-03-21,,2025-03-27,75,-1.91,73.09,Bucks County Community Church,TRUE,Electronic,2025-03-23,
161251455,2025-03-21,,2025-03-27,100,-2.45,97.55,Bucks County Community Church,TRUE,Electronic,2025-03-23,
96005461,2025-03-21,,2025-03-27,306.9,-6.9,300,Bucks County Community Church,FALSE,Electronic,2025-03-23,
159486014,2025-03-20,,2025-03-27,1500,-0.3,1499.7,Bucks County Community Church,TRUE,Electronic,2025-03-23,
164555011,2025-03-20,,2025-03-27,200,-4.6,195.4,Bucks County Community Church,TRUE,Electronic,2025-03-23,
13237068,2025-03-20,,2025-03-27,160,-3.74,156.26,Bucks County Community Church,FALSE,Electronic,2025-03-23,
25198069,2025-03-19,,2025-03-27,41.19,-1.19,40,Bucks County Community Church,TRUE,Electronic,2025-03-23,
147878650,2025-03-19,,2025-03-27,600,-13.2,586.8,Bucks County Community Church,TRUE,Electronic,2025-03-23,
95944356,2025-03-18,,2025-03-20,75,-1.91,73.09,Bucks County Community Church,TRUE,Electronic,2025-03-23,
83836864,2025-03-18,,2025-03-20,409.1,-9.1,400,Bucks County Community Church,TRUE,Electronic,2025-03-23,
158526255,2025-03-18,,2025-03-20,36.08,-1.08,35,Bucks County Community Church,TRUE,Electronic,2025-03-23,
9011838,2025-03-17,,2025-03-27,33.3,-0.3,33,Bucks County Community Church,FALSE,Electronic,2025-03-23,
142658659,2025-03-17,,2025-03-27,80,-0.3,79.7,Bucks County Community Church,TRUE,Electronic,2025-03-23,
8644496,2025-03-17,,2025-03-20,400,-8.9,391.1,Bucks County Community Church,TRUE,Electronic,2025-03-23,
142658530,2025-03-17,,,20,,20,Bucks County Community Church,FALSE,Unknown,2025-03-23,
142658683,2025-03-17,,,30,,30,Bucks County Community Church,TRUE,Unknown,2025-03-23,
146382431,2025-03-17,,,15,,15,Bucks County Community Church,FALSE,Unknown,2025-03-23,
146382899,2025-03-17,,,25,,25,Bucks County Community Church,FALSE,Unknown,2025-03-23,
,2025-03-17,,,634,,634,Bucks County Community Church,TRUE,Unknown,2025-03-23,
141227057,2025-03-17,,2025-03-20,1000,-21.8,978.2,Bucks County Community Church,FALSE,Electronic,2025-03-23,
164555011,2025-03-16,,2025-03-20,540,-11.91,528.09,Bucks County Community Church,TRUE,Electronic,2025-03-16,
132567000,2025-03-16,,2025-03-20,50,-1.38,48.62,Bucks County Community Church,TRUE,Electronic,2025-03-16,
142658549,2025-03-16,,2025-03-20,50,-1.38,48.62,Bucks County Community Church,TRUE,Electronic,2025-03-16,
159909209,2025-03-16,,2025-03-20,25.86,-0.86,25,Bucks County Community Church,TRUE,Electronic,2025-03-16,
156859780,2025-03-16,,2025-03-20,175,-4.06,170.94,Bucks County Community Church,FALSE,Electronic,2025-03-16,
25197985,2025-03-16,,2025-03-20,102.5,-2.5,100,Bucks County Community Church,TRUE,Electronic,2025-03-16,
142719519,2025-03-16,,2025-03-20,102.5,-2.5,100,Bucks County Community Church,FALSE,Electronic,2025-03-16,
142658528,2025-03-16,,2025-03-20,60.99,-1.61,59.38,Bucks County Community Church,FALSE,Electronic,2025-03-16,
158515935,2025-03-16,,2025-03-20,700.3,-0.3,700,Bucks County Community Church,TRUE,Electronic,2025-03-16,
13151152,2025-03-16,,2025-03-20,900,-0.3,899.7,Bucks County Community Church,FALSE,Electronic,2025-03-16,
161356092,2025-03-16,,2025-03-20,20,-0.73,19.27,Bucks County Community Church,TRUE,Electronic,2025-03-16,
154820246,2025-03-16,,2025-03-20,50,-1.38,48.62,Bucks County Community Church,FALSE,Electronic,2025-03-16,
154995743,2025-03-16,,2025-03-20,25,-0.84,24.16,Bucks County Community Church,FALSE,Electronic,2025-03-16,
142658557,2025-03-16,,2025-03-20,82.06,-2.06,80,Bucks County Community Church,FALSE,Electronic,2025-03-16,
158638299,2025-03-16,,,25.86,,0,Bucks County Community Church,TRUE,Unknown,2025-03-16,
25197905,2025-03-16,,2025-03-20,25,-0.84,24.16,Bucks County Community Church,TRUE,Electronic,2025-03-16,
163260196,2025-03-16,,2025-03-20,61.62,-1.62,60,Bucks County Community Church,TRUE,Electronic,2025-03-16,
165773841,2025-03-16,,2025-03-20,41.19,-1.19,40,Bucks County Community Church,TRUE,Electronic,2025-03-16,
153818068,2025-03-16,,2025-03-20,100.3,-0.3,100,Bucks County Community Church,FALSE,Electronic,2025-03-16,
12946026,2025-03-16,,2025-03-20,300,-6.75,293.25,Bucks County Community Church,TRUE,Electronic,2025-03-16,
151745316,2025-03-16,,2025-03-20,420,-9.33,410.67,Bucks County Community Church,TRUE,Electronic,2025-03-16,
147878598,2025-03-16,,2025-03-20,20.75,-0.75,20,Bucks County Community Church,FALSE,Electronic,2025-03-16,
72645936,2025-03-16,2025-03-02,,50,,50,Bucks County Community Church,TRUE,Check,2025-03-16,
12901014,2025-03-16,2025-03-10,,400,,400,Bucks County Community Church,FALSE,Check,2025-03-16,
72645893,2025-03-16,2025-03-16,,125,,125,Bucks County Community Church,FALSE,Check,2025-03-16,
161703273,2025-03-16,2025-03-17,,80,,80,Bucks County Community Church,TRUE,Check,2025-03-16,
142658536,2025-03-16,2025-03-16,,1210,,1210,Bucks County Community Church,TRUE,Check,2025-03-16,
13151204,2025-03-16,2025-03-16,,500,,500,Bucks County Community Church,FALSE,Check,2025-03-16,
13151204,2025-03-16,2025-03-16,,200,,200,Bucks County Community Church,FALSE,Check,2025-03-16,
147878502,2025-03-16,2025-03-16,,220,,220,Bucks County Community Church,TRUE,Check,2025-03-16,
25197966,2025-03-16,2025-03-03,,150,,150,Bucks County Community Church,TRUE,Check,2025-03-16,
165479519,2025-03-16,2025-03-14,,190,,190,Bucks County Community Church,TRUE,Check,2025-03-16,
25198042,2025-03-16,2025-03-17,,175,,175,Bucks County Community Church,FALSE,Check,2025-03-16,
142658579,2025-03-16,2025-03-16,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-16,
25198052,2025-03-16,2025-03-16,,50,,50,Bucks County Community Church,FALSE,Check,2025-03-16,
143622757,2025-03-16,2025-03-16,,50,,50,Bucks County Community Church,TRUE,Check,2025-03-16,
12900860,2025-03-16,2025-03-13,,1105,,1105,Bucks County Community Church,TRUE,Check,2025-03-16,
162923350,2025-03-16,2025-03-16,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-16,
142658600,2025-03-16,2025-03-16,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-16,
161087064,2025-03-16,2025-03-10,,200,,200,Bucks County Community Church,TRUE,Check,2025-03-16,
158126688,2025-03-16,2025-03-16,,200,,200,Bucks County Community Church,TRUE,Check,2025-03-16,
161221704,2025-03-16,2025-03-16,,25,,25,Bucks County Community Church,TRUE,Check,2025-03-16,
142658602,2025-03-16,2025-03-16,,350,,350,Bucks County Community Church,TRUE,Check,2025-03-16,
142658613,2025-03-16,2025-03-16,,500,,500,Bucks County Community Church,TRUE,Check,2025-03-16,
25198136,2025-03-16,2025-03-13,,55,,55,Bucks County Community Church,FALSE,Check,2025-03-16,
142658636,2025-03-16,2025-03-16,,50,,50,Bucks County Community Church,TRUE,Check,2025-03-16,
142658645,2025-03-16,2025-03-16,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-16,
95553959,2025-03-16,2025-03-16,,150,,150,Bucks County Community Church,TRUE,Check,2025-03-16,
25198195,2025-03-16,2025-03-16,,8400,,8400,Bucks County Community Church,TRUE,Check,2025-03-16,
25198219,2025-03-16,2025-03-09,,500,,500,Bucks County Community Church,TRUE,Check,2025-03-16,
25198226,2025-03-16,2025-03-16,,250,,250,Bucks County Community Church,TRUE,Check,2025-03-16,
142658653,2025-03-16,2025-03-16,,60,,60,Bucks County Community Church,TRUE,Check,2025-03-16,
25198248,2025-03-16,2025-03-05,,1000,,1000,Bucks County Community Church,TRUE,Check,2025-03-16,
157758110,2025-03-16,2025-03-09,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-16,
25198255,2025-03-16,2025-03-16,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-16,
13119242,2025-03-16,2025-03-10,,350,,350,Bucks County Community Church,TRUE,Check,2025-03-16,
72645958,2025-03-16,2025-03-13,,100,,100,Bucks County Community Church,FALSE,Check,2025-03-16,
147878425,2025-03-16,2025-03-13,,100,,100,Bucks County Community Church,TRUE,Check,2025-03-16,
151548585,2025-03-16,2025-03-13,,450,,450,Bucks County Community Church,TRUE,Check,2025-03-16,
12900508,2025-03-15,,2025-03-20,10.53,-0.53,10,Bucks County Community Church,TRUE,Electronic,2025-03-16,
142658680,2025-03-15,,2025-03-20,20.3,-0.3,20,Bucks County Community Church,TRUE,Electronic,2025-03-16,
25198177,2025-03-15,,2025-03-20,335.3,-0.3,335,Bucks County Community Church,TRUE,Electronic,2025-03-16,
161296101,2025-03-14,,2025-03-20,80,-2.02,77.98,Bucks County Community Church,TRUE,Electronic,2025-03-16,
142658660,2025-03-14,,2025-03-20,150.3,-0.3,150,Bucks County Community Church,TRUE,Electronic,2025-03-16,
25197984,2025-03-12,,2025-03-20,325.3,-0.3,325,Bucks County Community Church,FALSE,Electronic,2025-03-16,
25198069,2025-03-12,,2025-03-20,30.97,-0.97,30,Bucks County Community Church,TRUE,Electronic,2025-03-16,
142658619,2025-03-10,,2025-03-13,306.9,-6.9,300,Bucks County Community Church,TRUE,Electronic,2025-03-16,
9011838,2025-03-10,,2025-03-20,33.3,-0.3,33,Bucks County Community Church,FALSE,Electronic,2025-03-16,
142658659,2025-03-10,,2025-03-20,80,-0.3,79.7,Bucks County Community Church,TRUE,Electronic,2025-03-16,
142658563,2025-03-10,,2025-03-13,51.41,-1.41,50,Bucks County Community Church,TRUE,Electronic,2025-03-16,
147878543,2025-03-10,,2025-03-13,102.5,-2.5,100,Bucks County Community Church,TRUE,Electronic,2025-03-16,
142649352,2025-03-10,,2025-03-13,320,-7.18,312.82,Bucks County Community Church,FALSE,Electronic,2025-03-16,
13151152,2025-03-10,,2025-03-20,1412,-0.3,1411.7,Bucks County Community Church,FALSE,Electronic,2025-03-16,
13151152,2025-03-09,,2025-03-13,200,-0.3,199.7,Bucks County Community Church,FALSE,Electronic,2025-03-09,
142658644,2025-03-09,,2025-03-13,100.3,-0.3,100,Bucks County Community Church,TRUE,Electronic,2025-03-09,
132567000,2025-03-09,,2025-03-13,50,-1.38,48.62,Bucks County Community Church,TRUE,Electronic,2025-03-09,
142658549,2025-03-09,,2025-03-13,50,-1.38,48.62,Bucks County Community Church,TRUE,Electronic,2025-03-09,
159909209,2025-03-09,,2025-03-13,25.86,-0.86,25,Bucks County Community Church,TRUE,Electronic,2025-03-09,
156859780,2025-03-09,,2025-03-13,175,-4.06,170.94,Bucks County Community Church,FALSE,Electronic,2025-03-09,
142719519,2025-03-09,,2025-03-13,102.5,-2.5,100,Bucks County Community Church,FALSE,Electronic,2025-03-09,
142658528,2025-03-09,,2025-03-13,60.99,-1.61,59.38,Bucks County Community Church,FALSE,Electronic,2025-03-09,
158515935,2025-03-09,,2025-03-13,700.3,-0.3,700,Bucks County Community Church,TRUE,Electronic,2025-03-09,
161356092,2025-03-09,,2025-03-13,20,-0.73,19.27,Bucks County Community Church,TRUE,Electronic,2025-03-09,
154820246,2025-03-09,,2025-03-13,50,-1.38,48.62,Bucks County Community Church,FALSE,Electronic,2025-03-09,
154995743,2025-03-09,,2025-03-13,25,-0.84,24.16,Bucks County Community Church,FALSE,Electronic,2025-03-09,
142658557,2025-03-09,,2025-03-13,82.06,-2.06,80,Bucks County Community Church,FALSE,Electronic,2025-03-09,
158638299,2025-03-09,,,25.86,,0,Bucks County Community Church,TRUE,Unknown,2025-03-09,
25197905,2025-03-09,,2025-03-13,25,-0.84,24.16,Bucks County Community Church,TRUE,Electronic,2025-03-09,
163260196,2025-03-09,,2025-03-13,61.62,-1.62,60,Bucks County Community Church,TRUE,Electronic,2025-03-09,
165773841,2025-03-09,,2025-03-13,41.19,-1.19,40,Bucks County Community Church,TRUE,Electronic,2025-03-09,
153818068,2025-03-09,,2025-03-13,100.3,-0.3,100,Bucks County Community Church,FALSE,Electronic,2025-03-09,
72645936,2025-03-09,,2025-03-13,50,-1.38,48.62,Bucks County Community Church,TRUE,Electronic,2025-03-09,
139210763,2025-03-09,,2025-03-13,400,-8.9,391.1,Bucks County Community Church,TRUE,Electronic,2025-03-09,
25198177,2025-03-09,,2025-03-13,335.3,-0.3,335,Bucks County Community Church,TRUE,Electronic,2025-03-09,
156761726,2025-03-09,2025-02-26,,200,,200,Bucks County Community Church,TRUE,Check,2025-03-09,
25197866,2025-03-09,2025-03-06,,640,,640,Bucks County Community Church,FALSE,Check,2025-03-09,
96005434,2025-03-09,2025-03-03,,246,,246,Bucks County Community Church,TRUE,Check,2025-03-09,
144770289,2025-03-09,2025-03-03,,150,,150,Bucks County Community Church,TRUE,Check,2025-03-09,
147071079,2025-03-09,2025-03-05,,150,,150,Bucks County Community Church,FALSE,Check,2025-03-09,
72645893,2025-03-09,2025-03-09,,125,,125,Bucks County Community Church,FALSE,Check,2025-03-09,
161436507,2025-03-09,2025-03-09,,20,,20,Bucks County Community Church,TRUE,Check,2025-03-09,
