allocation_id,transaction_id,fund_id,fund_name_raw,amount
264217507:1,264217507,fund_003,General Fund,100.0
264217510:1,264217510,fund_003,General Fund,100.0
264217514:1,264217514,fund_003,General Fund,100.0
264217516:1,264217516,fund_003,General Fund,100.0
264217517:1,264217517,fund_003,General Fund,100.0
264217518:1,264217518,fund_003,General Fund,205.02
264217527:1,264217527,fund_003,General Fund,15.15
264217540:1,264217540,fund_003,General Fund,300.0
264217541:1,264217541,fund_003,General Fund,300.0
264217544:1,264217544,fund_003,General Fund,205.02
264217557:1,264217557,fund_003,General Fund,2525.25
264217558:1,264217558,fund_003,General Fund,707.07
264217559:1,264217559,fund_003,General Fund,707.07
264217560:1,264217560,fund_003,General Fund,707.07
264217561:1,264217561,fund_003,General Fund,707.07
264217563:1,264217563,fund_003,General Fund,707.07
264217564:1,264217564,fund_003,General Fund,707.07
264217813:1,264217813,fund_003,General Fund,400.0
264217818:1,264217818,fund_003,General Fund,400.0
264217824:1,264217824,fund_003,General Fund,600.0
264217827:1,264217827,fund_003,General Fund,400.0
264217831:1,264217831,fund_003,General Fund,400.0
264217832:1,264217832,fund_003,General Fund,400.0
264217836:1,264217836,fund_003,General Fund,400.0
264217843:1,264217843,fund_003,General Fund,400.0
264217856:1,264217856,fund_003,General Fund,600.0
264217859:1,264217859,fund_003,General Fund,400.0
264217864:1,264217864,fund_003,General Fund,400.0
264217875:1,264217875,fund_003,General Fund,400.0
264217885:1,264217885,fund_003,General Fund,600.0
264217890:1,264217890,fund_003,General Fund,600.0
264217897:1,264217897,fund_003,General Fund,600.0
264217902:1,264217902,fund_003,General Fund,400.0
264218229:1,264218229,fund_003,General Fund,250.0
264218272:1,264218272,fund_003,General Fund,250.0
264218276:1,264218276,fund_003,General Fund,500.0
264218310:1,264218310,fund_003,General Fund,150.0
264218313:1,264218313,fund_003,General Fund,200.0
264218315:1,264218315,fund_003,General Fund,166.0
264218317:1,264218317,fund_003,General Fund,200.0
264218651:1,264218651,fund_003,General Fund,100.0
264218654:1,264218654,fund_003,General Fund,100.0
264218658:1,264218658,fund_003,General Fund,100.0
264218661:1,264218661,fund_003,General Fund,100.0
264218663:1,264218663,fund_003,General Fund,100.0
264218666:1,264218666,fund_003,General Fund,100.0
264218670:1,264218670,fund_003,General Fund,100.0
264218672:1,264218672,fund_003,General Fund,100.0
264218677:1,264218677,fund_003,General Fund,100.0
264218679:1,264218679,fund_003,General Fund,100.0
264218683:1,264218683,fund_003,General Fund,100.0
264218686:1,264218686,fund_003,General Fund,100.0
264218693:1,264218693,fund_003,General Fund,100.0
264218700:1,264218700,fund_003,General Fund,100.0
264218701:1,264218701,fund_003,General Fund,100.0
264218702:1,264218702,fund_003,General Fund,100.0
264218707:1,264218707,fund_003,General Fund,100.0
264218712:1,264218712,fund_003,General Fund,100.0
264218713:1,264218713,fund_003,General Fund,100.0
264218715:1,264218715,fund_003,General Fund,100.0
264218718:1,264218718,fund_003,General Fund,100.0
264218723:1,264218723,fund_003,General Fund,100.0
264218728:1,264218728,fund_003,General Fund,100.0
264218732:1,264218732,fund_003,General Fund,100.0
264218737:1,264218737,fund_003,General Fund,100.0
264218739:1,264218739,fund_003,General Fund,100.0
264218742:1,264218742,fund_003,General Fund,100.0
264218748:1,264218748,fund_003,General Fund,100.0
264218760:1,264218760,fund_003,General Fund,100.0
264218763:1,264218763,fund_003,General Fund,100.0
264218765:1,264218765,fund_003,General Fund,100.0
264218769:1,264218769,fund_003,General Fund,100.0
264218773:1,264218773,fund_003,General Fund,100.0
264218776:1,264218776,fund_003,General Fund,100.0
264218778:1,264218778,fund_003,General Fund,100.0
264218783:1,264218783,fund_003,General Fund,100.0
264218785:1,264218785,fund_003,General Fund,100.0
264218787:1,264218787,fund_003,General Fund,100.0
264218790:1,264218790,fund_003,General Fund,100.0
264218794:1,264218794,fund_003,General Fund,100.0
264218797:1,264218797,fund_003,General Fund,100.0
264218798:1,264218798,fund_003,General Fund,100.0
264218800:1,264218800,fund_003,General Fund,100.0
264218802:1,264218802,fund_003,General Fund,100.0
264218805:1,264218805,fund_003,General Fund,100.0
264218807:1,264218807,fund_003,General Fund,100.0
264218809:1,264218809,fund_003,General Fund,100.0
264218813:1,264218813,fund_003,General Fund,100.0
264218817:1,264218817,fund_003,General Fund,100.0
264218944:1,264218944,fund_002,Building Fund,80.14
264218947:1,264218947,fund_003,General Fund,155.89
264218950:1,264218950,fund_003,General Fund,1100.0
264218951:1,264218951,fund_003,General Fund,352.41
264218957:1,264218957,fund_003,General Fund,245.96
264218963:1,264218963,fund_003,General Fund,512.08
264218965:1,264218965,fund_003,General Fund,650.0
264218970:1,264218970,fund_003,General Fund,102.66
264218972:1,264218972,fund_003,General Fund,435.0
264218973:1,264218973,fund_003,General Fund,900.0
264218977:1,264218977,fund_003,General Fund,614.43
264218984:1,264218984,fund_003,General Fund,1023.85
264218988:1,264218988,fund_003,General Fund,307.37
264218991:1,264218991,fund_003,General Fund,580.0
264218996:1,264218996,fund_003,General Fund,162.03
264218997:1,264218997,fund_003,General Fund,1200.0
264219001:1,264219001,fund_003,General Fund,440.0
264219005:1,264219005,fund_003,General Fund,141.56
264219006:1,264219006,fund_003,General Fund,322.72
264219015:1,264219015,fund_003,General Fund,553.02
264219426:1,264219426,fund_003,General Fund,25.25
264219427:1,264219427,fund_003,General Fund,25.25
264219428:1,264219428,fund_003,General Fund,25.25
264219429:1,264219429,fund_003,General Fund,25.25
264219430:1,264219430,fund_003,General Fund,25.25
264219431:1,264219431,fund_003,General Fund,25.25
264219434:1,264219434,fund_003,General Fund,25.25
264219435:1,264219435,fund_003,General Fund,25.25
264219436:1,264219436,fund_003,General Fund,25.25
264219439:1,264219439,fund_003,General Fund,25.25
264219440:1,264219440,fund_003,General Fund,25.25
264219441:1,264219441,fund_003,General Fund,25.25
264219445:1,264219445,fund_003,General Fund,25.25
264219447:1,264219447,fund_003,General Fund,25.25
264219451:1,264219451,fund_003,General Fund,25.25
264219455:1,264219455,fund_003,General Fund,25.25
264219458:1,264219458,fund_003,General Fund,25.25
264219459:1,264219459,fund_003,General Fund,25.25
264219463:1,264219463,fund_003,General Fund,25.25
264219465:1,264219465,fund_003,General Fund,25.25
264219466:1,264219466,fund_003,General Fund,25.25
264219467:1,264219467,fund_003,General Fund,20.2
264219468:1,264219468,fund_003,General Fund,25.25
264219470:1,264219470,fund_003,General Fund,25.25
264219472:1,264219472,fund_003,General Fund,25.25
264219473:1,264219473,fund_003,General Fund,25.25
264219475:1,264219475,fund_003,General Fund,25.25
264219476:1,264219476,fund_003,General Fund,25.25
264219477:1,264219477,fund_003,General Fund,25.25
264219478:1,264219478,fund_003,General Fund,25.25
264219479:1,264219479,fund_003,General Fund,25.25
264219481:1,264219481,fund_003,General Fund,25.25
264219482:1,264219482,fund_003,General Fund,25.25
264219483:1,264219483,fund_003,General Fund,25.25
264219486:1,264219486,fund_003,General Fund,25.25
264219488:1,264219488,fund_003,General Fund,25.25
264219493:1,264219493,fund_003,General Fund,25.25
264219495:1,264219495,fund_003,General Fund,25.25
264219498:1,264219498,fund_003,General Fund,20.2
264219499:1,264219499,fund_003,General Fund,25.25
264219500:1,264219500,fund_003,General Fund,25.25
264219502:1,264219502,fund_003,General Fund,25.25
264219504:1,264219504,fund_003,General Fund,25.25
264219505:1,264219505,fund_003,General Fund,25.25
264219506:1,264219506,fund_003,General Fund,25.25
264219510:1,264219510,fund_003,General Fund,25.25
264219511:1,264219511,fund_003,General Fund,25.25
264219512:1,264219512,fund_003,General Fund,25.25
264219514:1,264219514,fund_003,General Fund,25.25
264219516:1,264219516,fund_003,General Fund,25.25
264219517:1,264219517,fund_003,General Fund,30.3
264219519:1,264219519,fund_003,General Fund,30.3
264219520:1,264219520,fund_003,General Fund,30.3
264219521:1,264219521,fund_003,General Fund,30.3
264219522:1,264219522,fund_003,General Fund,25.25
264219523:1,264219523,fund_003,General Fund,30.3
264219525:1,264219525,fund_003,General Fund,30.3
264219530:1,264219530,fund_003,General Fund,30.3
264219531:1,264219531,fund_003,General Fund,30.3
264219532:1,264219532,fund_003,General Fund,30.3
264219533:1,264219533,fund_003,General Fund,30.3
264219535:1,264219535,fund_003,General Fund,30.3
264219536:1,264219536,fund_003,General Fund,30.3
264219537:1,264219537,fund_003,General Fund,30.3
264219539:1,264219539,fund_003,General Fund,25.25
264219540:1,264219540,fund_003,General Fund,30.3
264219543:1,264219543,fund_003,General Fund,30.3
264219544:1,264219544,fund_003,General Fund,25.25
264219546:1,264219546,fund_003,General Fund,30.3
264219547:1,264219547,fund_003,General Fund,30.3
264219551:1,264219551,fund_003,General Fund,30.3
264219552:1,264219552,fund_003,General Fund,30.3
264219554:1,264219554,fund_003,General Fund,30.3
264219558:1,264219558,fund_003,General Fund,30.3
264219561:1,264219561,fund_003,General Fund,25.25
264219562:1,264219562,fund_003,General Fund,25.25
264219563:1,264219563,fund_003,General Fund,30.3
264219564:1,264219564,fund_003,General Fund,25.25
264219565:1,264219565,fund_003,General Fund,25.25
264219567:1,264219567,fund_003,General Fund,30.3
264219569:1,264219569,fund_003,General Fund,30.3
264219572:1,264219572,fund_003,General Fund,25.25
264219573:1,264219573,fund_003,General Fund,30.3
264219574:1,264219574,fund_003,General Fund,30.3
264219575:1,264219575,fund_003,General Fund,30.3
264219578:1,264219578,fund_003,General Fund,25.25
264219580:1,264219580,fund_003,General Fund,30.3
264219582:1,264219582,fund_003,General Fund,30.3
264219584:1,264219584,fund_003,General Fund,25.25
264219587:1,264219587,fund_003,General Fund,30.3
264219588:1,264219588,fund_003,General Fund,30.3
264219590:1,264219590,fund_003,General Fund,30.3
264219594:1,264219594,fund_003,General Fund,30.3
264219595:1,264219595,fund_003,General Fund,30.3
264219596:1,264219596,fund_003,General Fund,30.3
264219597:1,264219597,fund_003,General Fund,30.3
264219599:1,264219599,fund_003,General Fund,30.3
264219674:1,264219674,fund_003,General Fund,636.0
264219675:1,264219675,fund_003,General Fund,653.0
264219677:1,264219677,fund_003,General Fund,1660.0
264219678:1,264219678,fund_003,General Fund,655.0
264219680:1,264219680,fund_003,General Fund,653.0
264219682:1,264219682,fund_003,General Fund,655.0
264219686:1,264219686,fund_003,General Fund,636.0
264219688:1,264219688,fund_003,General Fund,655.0
264219697:1,264219697,fund_003,General Fund,636.0
264219698:1,264219698,fund_003,General Fund,705.0
264219699:1,264219699,fund_003,General Fund,655.0
264219700:1,264219700,fund_003,General Fund,48.0
264219706:1,264219706,fund_003,General Fund,653.0
264219708:1,264219708,fund_003,General Fund,636.0
264219712:1,264219712,fund_003,General Fund,705.0
264219721:1,264219721,fund_003,General Fund,636.0
264219724:1,264219724,fund_003,General Fund,705.0
264219728:1,264219728,fund_003,General Fund,1636.0
264219729:1,264219729,fund_003,General Fund,653.0
264219731:1,264219731,fund_003,General Fund,655.0
264219733:1,264219733,fund_003,General Fund,860.0
264219735:1,264219735,fund_003,General Fund,650.0
264219744:1,264219744,fund_003,General Fund,51.0
264219746:1,264219746,fund_003,General Fund,675.0
264219747:1,264219747,fund_003,General Fund,1700.0
264219748:1,264219748,fund_003,General Fund,1476.0
264219750:1,264219750,fund_003,General Fund,55.0
264219751:1,264219751,fund_003,General Fund,760.0
264219754:1,264219754,fund_003,General Fund,1676.0
264219756:1,264219756,fund_003,General Fund,1700.0
264219757:1,264219757,fund_003,General Fund,700.0
264219758:1,264219758,fund_003,General Fund,1130.0
264219759:1,264219759,fund_003,General Fund,900.0
264219760:1,264219760,fund_003,General Fund,114.0
264219761:1,264219761,fund_003,General Fund,140.0
264219762:1,264219762,fund_003,General Fund,705.0
264219763:1,264219763,fund_003,General Fund,760.0
264219767:1,264219767,fund_003,General Fund,4452.0
264219768:1,264219768,fund_003,General Fund,120.0
264219770:1,264219770,fund_003,General Fund,840.0
264219772:1,264219772,fund_003,General Fund,1476.0
264219773:1,264219773,fund_003,General Fund,653.0
264219774:1,264219774,fund_003,General Fund,193.0
264219775:1,264219775,fund_003,General Fund,705.0
264219776:1,264219776,fund_003,General Fund,840.0
264219777:1,264219777,fund_003,General Fund,760.0
264219778:1,264219778,fund_003,General Fund,1715.76
264219779:1,264219779,fund_003,General Fund,55.0
264219781:1,264219781,fund_003,General Fund,55.0
264219782:1,264219782,fund_003,General Fund,2500.0
264219783:1,264219783,fund_003,General Fund,705.0
264219784:1,264219784,fund_003,General Fund,705.0
264219785:1,264219785,fund_003,General Fund,1511.05
264219786:1,264219786,fund_003,General Fund,1476.0
264219789:1,264219789,fund_003,General Fund,820.0
264219792:1,264219792,fund_003,General Fund,705.0
264219793:1,264219793,fund_003,General Fund,840.0
264219794:1,264219794,fund_003,General Fund,705.0
264219797:1,264219797,fund_003,General Fund,55.0
264219798:1,264219798,fund_003,General Fund,55.0
264219884:1,264219884,fund_003,General Fund,102.66
264219888:1,264219888,fund_003,General Fund,102.66
264219892:1,264219892,fund_003,General Fund,102.66
264219893:1,264219893,fund_003,General Fund,102.66
264219896:1,264219896,fund_003,General Fund,102.66
264219898:1,264219898,fund_003,General Fund,102.66
264219899:1,264219899,fund_003,General Fund,102.66
264219910:1,264219910,fund_003,General Fund,102.66
264219914:1,264219914,fund_003,General Fund,102.66
264219915:1,264219915,fund_003,General Fund,102.66
264219917:1,264219917,fund_003,General Fund,102.66
264219919:1,264219919,fund_003,General Fund,153.84
264219920:1,264219920,fund_003,General Fund,102.66
264219923:1,264219923,fund_003,General Fund,153.84
264219925:1,264219925,fund_003,General Fund,102.66
264219927:1,264219927,fund_003,General Fund,102.66
264219933:1,264219933,fund_003,General Fund,102.66
264219945:1,264219945,fund_003,General Fund,102.66
264331520:1,264331520,fund_003,General Fund,30.0
264331522:1,264331522,fund_003,General Fund,30.0
264331527:1,264331527,fund_003,General Fund,440.0
264331530:1,264331530,fund_003,General Fund,280.0
264331534:1,264331534,fund_003,General Fund,280.0
264331536:1,264331536,fund_003,General Fund,438.0
264331537:1,264331537,fund_003,General Fund,280.0
264331539:1,264331539,fund_003,General Fund,280.0
264331542:1,264331542,fund_003,General Fund,280.0
264331547:1,264331547,fund_003,General Fund,280.0
264331549:1,264331549,fund_003,General Fund,360.0
264331646:1,264331646,fund_003,General Fund,37.0
264331658:1,264331658,fund_003,General Fund,5.0
264331669:1,264331669,fund_003,General Fund,31.01
264331762:1,264331762,fund_003,General Fund,200.0
264332098:1,264332098,fund_003,General Fund,102.66
264332101:1,264332101,fund_003,General Fund,102.66
264332102:1,264332102,fund_003,General Fund,102.66
264332109:1,264332109,fund_003,General Fund,102.66
264332111:1,264332111,fund_003,General Fund,102.66
264332114:1,264332114,fund_003,General Fund,102.66
264332118:1,264332118,fund_003,General Fund,102.66
264332121:1,264332121,fund_003,General Fund,102.66
264332126:1,264332126,fund_003,General Fund,102.66
264332130:1,264332130,fund_003,General Fund,102.66
264332131:1,264332131,fund_003,General Fund,102.66
264332133:1,264332133,fund_003,General Fund,102.66
264332137:1,264332137,fund_003,General Fund,102.66
264332142:1,264332142,fund_003,General Fund,102.66
264332145:1,264332145,fund_003,General Fund,102.66
264332148:1,264332148,fund_003,General Fund,102.66
264332152:1,264332152,fund_003,General Fund,102.66
264332155:1,264332155,fund_003,General Fund,102.66
264332157:1,264332157,fund_003,General Fund,102.66
264332166:1,264332166,fund_003,General Fund,102.66
264332171:1,264332171,fund_003,General Fund,102.66
264332175:1,264332175,fund_003,General Fund,102.66
264332177:1,264332177,fund_003,General Fund,102.66
264332180:1,264332180,fund_003,General Fund,102.66
264332181:1,264332181,fund_003,General Fund,102.66
264332183:1,264332183,fund_003,General Fund,102.66
264332184:1,264332184,fund_003,General Fund,102.66
264332188:1,264332188,fund_003,General Fund,102.66
264332189:1,264332189,fund_003,General Fund,102.66
264332191:1,264332191,fund_003,General Fund,102.66
264332193:1,264332193,fund_003,General Fund,102.66
264332199:1,264332199,fund_003,General Fund,102.66
264332203:1,264332203,fund_003,General Fund,102.66
264332205:1,264332205,fund_003,General Fund,102.66
264332209:1,264332209,fund_003,General Fund,102.66
264332264:1,264332264,fund_003,General Fund,50.0
264332265:1,264332265,fund_003,General Fund,50.0
264332267:1,264332267,fund_003,General Fund,50.0
264332271:1,264332271,fund_003,General Fund,50.0
264332273:1,264332273,fund_003,General Fund,50.0
264332278:1,264332278,fund_003,General Fund,50.0
264332280:1,264332280,fund_003,General Fund,50.0
264332282:1,264332282,fund_003,General Fund,50.0
264332285:1,264332285,fund_003,General Fund,50.0
264332288:1,264332288,fund_003,General Fund,50.0
264332292:1,264332292,fund_003,General Fund,50.0
264332293:1,264332293,fund_003,General Fund,50.0
264332295:1,264332295,fund_003,General Fund,50.0
264332298:1,264332298,fund_003,General Fund,50.0
264332300:1,264332300,fund_003,General Fund,50.0
264332303:1,264332303,fund_003,General Fund,50.0
264332305:1,264332305,fund_003,General Fund,50.0
264332309:1,264332309,fund_003,General Fund,50.0
264332311:1,264332311,fund_003,General Fund,50.0
264332314:1,264332314,fund_003,General Fund,50.0
264332315:1,264332315,fund_003,General Fund,50.0
264332318:1,264332318,fund_003,General Fund,50.0
264332321:1,264332321,fund_003,General Fund,50.0
264332328:1,264332328,fund_003,General Fund,50.0
264332332:1,264332332,fund_003,General Fund,50.0
264332334:1,264332334,fund_003,General Fund,50.0
264332338:1,264332338,fund_003,General Fund,50.0
264332341:1,264332341,fund_003,General Fund,50.0
264332355:1,264332355,fund_003,General Fund,51.48
264332356:1,264332356,fund_003,General Fund,51.48
264332358:1,264332358,fund_003,General Fund,51.48
264332359:1,264332359,fund_003,General Fund,51.48
264332361:1,264332361,fund_003,General Fund,51.48
264332364:1,264332364,fund_003,General Fund,51.48
264332366:1,264332366,fund_003,General Fund,51.48
264332368:1,264332368,fund_003,General Fund,51.48
264332371:1,264332371,fund_003,General Fund,51.48
264332372:1,264332372,fund_003,General Fund,51.48
264332375:1,264332375,fund_003,General Fund,51.48
264332380:1,264332380,fund_003,General Fund,51.48
264332385:1,264332385,fund_003,General Fund,51.48
264332386:1,264332386,fund_003,General Fund,51.48
264332391:1,264332391,fund_003,General Fund,51.48
264332395:1,264332395,fund_003,General Fund,51.48
264332398:1,264332398,fund_003,General Fund,51.48
264332400:1,264332400,fund_003,General Fund,51.48
264332403:1,264332403,fund_003,General Fund,51.48
264332406:1,264332406,fund_003,General Fund,51.48
264332409:1,264332409,fund_003,General Fund,51.48
264332411:1,264332411,fund_003,General Fund,51.48
264332413:1,264332413,fund_003,General Fund,51.48
264332417:1,264332417,fund_003,General Fund,51.48
264332418:1,264332418,fund_003,General Fund,51.48
264332419:1,264332419,fund_003,General Fund,51.48
264332420:1,264332420,fund_003,General Fund,51.48
264332421:1,264332421,fund_003,General Fund,51.48
264332424:1,264332424,fund_003,General Fund,51.48
264332425:1,264332425,fund_003,General Fund,51.48
264332429:1,264332429,fund_003,General Fund,51.48
264332432:1,264332432,fund_003,General Fund,51.48
264332436:1,264332436,fund_003,General Fund,51.48
264332438:1,264332438,fund_003,General Fund,51.48
264332441:1,264332441,fund_003,General Fund,51.48
264332444:1,264332444,fund_003,General Fund,51.48
264332445:1,264332445,fund_003,General Fund,51.48
264332453:1,264332453,fund_003,General Fund,40.0
264332455:1,264332455,fund_003,General Fund,40.0
264332457:1,264332457,fund_003,General Fund,40.0
264332460:1,264332460,fund_003,General Fund,40.0
264332463:1,264332463,fund_003,General Fund,40.0
264332467:1,264332467,fund_003,General Fund,40.0
264332469:1,264332469,fund_003,General Fund,40.0
264332470:1,264332470,fund_003,General Fund,40.0
264332472:1,264332472,fund_003,General Fund,40.0
264332473:1,264332473,fund_003,General Fund,40.0
264332475:1,264332475,fund_003,General Fund,40.0
264332478:1,264332478,fund_003,General Fund,40.0
264332479:1,264332479,fund_003,General Fund,40.0
264332480:1,264332480,fund_003,General Fund,40.0
264332483:1,264332483,fund_003,General Fund,40.0
264332486:1,264332486,fund_003,General Fund,40.0
264332487:1,264332487,fund_003,General Fund,40.0
264332489:1,264332489,fund_003,General Fund,40.0
264332493:1,264332493,fund_003,General Fund,40.0
264332496:1,264332496,fund_003,General Fund,40.0
264332498:1,264332498,fund_003,General Fund,40.0
264332500:1,264332500,fund_003,General Fund,40.0
264332503:1,264332503,fund_003,General Fund,40.0
264332506:1,264332506,fund_003,General Fund,40.0
264332507:1,264332507,fund_003,General Fund,40.0
264332508:1,264332508,fund_003,General Fund,40.0
264332510:1,264332510,fund_003,General Fund,40.0
264332511:1,264332511,fund_003,General Fund,40.0
264332513:1,264332513,fund_003,General Fund,40.0
264332515:1,264332515,fund_003,General Fund,40.0
264332516:1,264332516,fund_003,General Fund,40.0
264332520:1,264332520,fund_003,General Fund,40.0
264332521:1,264332521,fund_003,General Fund,40.0
264332522:1,264332522,fund_003,General Fund,40.0
264332527:1,264332527,fund_003,General Fund,40.0
264332528:1,264332528,fund_003,General Fund,40.0
264332533:1,264332533,fund_003,General Fund,40.0
264332535:1,264332535,fund_003,General Fund,40.0
264332542:1,264332542,fund_003,General Fund,51.48
264332545:1,264332545,fund_003,General Fund,51.48
264332561:1,264332561,fund_003,General Fund,200.0
264332566:1,264332566,fund_003,General Fund,5000.0
264332628:1,264332628,fund_003,General Fund,614.43
264332631:1,264332631,fund_003,General Fund,430.19
264332632:1,264332632,fund_003,General Fund,66.84
264333418:1,264333418,fund_003,General Fund,50.0
264333420:1,264333420,fund_003,General Fund,50.0
264333421:1,264333421,fund_003,General Fund,50.0
264333425:1,264333425,fund_003,General Fund,50.0
264333427:1,264333427,fund_003,General Fund,50.0
264333429:1,264333429,fund_003,General Fund,50.0
264333430:1,264333430,fund_003,General Fund,50.0
264333432:1,264333432,fund_003,General Fund,50.0
264333434:1,264333434,fund_003,General Fund,50.0
264333439:1,264333439,fund_003,General Fund,50.0
264333443:1,264333443,fund_003,General Fund,50.0
264333444:1,264333444,fund_003,General Fund,50.0
264333445:1,264333445,fund_003,General Fund,50.0
264333451:1,264333451,fund_003,General Fund,50.0
264333452:1,264333452,fund_003,General Fund,50.0
264333455:1,264333455,fund_003,General Fund,50.0
264333457:1,264333457,fund_003,General Fund,50.0
264333460:1,264333460,fund_003,General Fund,50.0
264333462:1,264333462,fund_003,General Fund,50.0
264333465:1,264333465,fund_003,General Fund,50.0
264333468:1,264333468,fund_003,General Fund,50.0
264333473:1,264333473,fund_003,General Fund,50.0
264333474:1,264333474,fund_003,General Fund,50.0
264333476:1,264333476,fund_003,General Fund,50.0
264333477:1,264333477,fund_003,General Fund,50.0
264333478:1,264333478,fund_003,General Fund,50.0
264333480:1,264333480,fund_003,General Fund,50.0
264333482:1,264333482,fund_003,General Fund,50.0
264333487:1,264333487,fund_003,General Fund,50.0
264333489:1,264333489,fund_003,General Fund,50.0
264333492:1,264333492,fund_003,General Fund,50.0
264333494:1,264333494,fund_003,General Fund,50.0
264333496:1,264333496,fund_003,General Fund,50.0
264333498:1,264333498,fund_003,General Fund,50.0
264333500:1,264333500,fund_003,General Fund,50.0
264333504:1,264333504,fund_003,General Fund,50.0
264333507:1,264333507,fund_003,General Fund,50.0
264333509:1,264333509,fund_003,General Fund,50.0
264333543:1,264333543,fund_003,General Fund,194.78
264333544:1,264333544,fund_003,General Fund,61.72
264333630:1,264333630,fund_003,General Fund,350.0
264333635:1,264333635,fund_003,General Fund,340.0
264333636:1,264333636,fund_003,General Fund,260.0
264333639:1,264333639,fund_003,General Fund,340.0
264333644:1,264333644,fund_003,General Fund,330.0
264333646:1,264333646,fund_003,General Fund,350.0
264333648:1,264333648,fund_003,General Fund,450.0
264333652:1,264333652,fund_003,General Fund,25.0
264333657:1,264333657,fund_003,General Fund,25.0
264333661:1,264333661,fund_003,General Fund,25.0
264333663:1,264333663,fund_003,General Fund,25.0
264333665:1,264333665,fund_003,General Fund,25.0
264333669:1,264333669,fund_003,General Fund,25.0
264333674:1,264333674,fund_003,General Fund,25.0
264333677:1,264333677,fund_003,General Fund,25.0
264333679:1,264333679,fund_003,General Fund,25.0
264333683:1,264333683,fund_003,General Fund,25.0
264333684:1,264333684,fund_003,General Fund,25.0
264333687:1,264333687,fund_003,General Fund,25.0
264333692:1,264333692,fund_003,General Fund,25.0
264333693:1,264333693,fund_003,General Fund,25.0
264333696:1,264333696,fund_003,General Fund,25.0
264333698:1,264333698,fund_003,General Fund,25.0
264333700:1,264333700,fund_003,General Fund,25.0
264333701:1,264333701,fund_003,General Fund,25.0
264333705:1,264333705,fund_003,General Fund,25.0
264333706:1,264333706,fund_003,General Fund,25.0
264333710:1,264333710,fund_003,General Fund,25.0
264333712:1,264333712,fund_003,General Fund,25.0
264333714:1,264333714,fund_003,General Fund,25.0
264333722:1,264333722,fund_003,General Fund,25.0
264333726:1,264333726,fund_003,General Fund,25.0
264333727:1,264333727,fund_003,General Fund,25.0
264333729:1,264333729,fund_003,General Fund,25.0
264333731:1,264333731,fund_003,General Fund,25.0
264333736:1,264333736,fund_003,General Fund,25.0
264333739:1,264333739,fund_003,General Fund,25.0
264333741:1,264333741,fund_003,General Fund,25.0
264333743:1,264333743,fund_003,General Fund,25.0
264333746:1,264333746,fund_003,General Fund,25.0
264333751:1,264333751,fund_003,General Fund,25.0
264333752:1,264333752,fund_003,General Fund,25.0
264333754:1,264333754,fund_003,General Fund,25.0
264333755:1,264333755,fund_003,General Fund,25.0
264333757:1,264333757,fund_003,General Fund,25.0
264333760:1,264333760,fund_003,General Fund,25.0
264333762:1,264333762,fund_003,General Fund,25.0
264333763:1,264333763,fund_003,General Fund,25.0
264333765:1,264333765,fund_003,General Fund,25.0
264333767:1,264333767,fund_003,General Fund,25.0
264333771:1,264333771,fund_003,General Fund,25.0
264333773:1,264333773,fund_003,General Fund,25.0
264333776:1,264333776,fund_003,General Fund,25.0
264333779:1,264333779,fund_003,General Fund,25.0
264333782:1,264333782,fund_003,General Fund,25.0
264333785:1,264333785,fund_003,General Fund,25.0
264333786:1,264333786,fund_003,General Fund,25.0
264333790:1,264333790,fund_003,General Fund,25.0
264333792:1,264333792,fund_003,General Fund,25.0
264333795:1,264333795,fund_003,General Fund,25.0
264333796:1,264333796,fund_003,General Fund,25.0
264333797:1,264333797,fund_003,General Fund,25.0
264333798:1,264333798,fund_003,General Fund,25.0
264333800:1,264333800,fund_003,General Fund,25.0
264333802:1,264333802,fund_003,General Fund,25.0
264333804:1,264333804,fund_003,General Fund,25.0
264333806:1,264333806,fund_003,General Fund,25.0
264333807:1,264333807,fund_003,General Fund,25.0
264333810:1,264333810,fund_003,General Fund,25.0
264333812:1,264333812,fund_003,General Fund,25.0
264333813:1,264333813,fund_003,General Fund,25.0
264333818:1,264333818,fund_003,General Fund,25.0
264333821:1,264333821,fund_003,General Fund,25.0
264333822:1,264333822,fund_003,General Fund,25.0
264333826:1,264333826,fund_003,General Fund,25.0
264333827:1,264333827,fund_003,General Fund,25.0
264333829:1,264333829,fund_003,General Fund,25.0
264333832:1,264333832,fund_003,General Fund,25.0
264333835:1,264333835,fund_003,General Fund,25.0
264333836:1,264333836,fund_003,General Fund,25.0
264333838:1,264333838,fund_003,General Fund,25.0
264333841:1,264333841,fund_003,General Fund,25.0
264333846:1,264333846,fund_003,General Fund,25.0
264333848:1,264333848,fund_003,General Fund,25.0
264333849:1,264333849,fund_003,General Fund,25.0
264333851:1,264333851,fund_003,General Fund,25.0
264333852:1,264333852,fund_003,General Fund,25.0
264333856:1,264333856,fund_003,General Fund,25.0
264333859:1,264333859,fund_003,General Fund,25.0
264333869:1,264333869,fund_003,General Fund,25.0
264333872:1,264333872,fund_003,General Fund,25.0
264333876:1,264333876,fund_003,General Fund,25.0
264333879:1,264333879,fund_003,General Fund,25.0
264333883:1,264333883,fund_003,General Fund,25.0
264333886:1,264333886,fund_003,General Fund,25.0
264333888:1,264333888,fund_003,General Fund,25.0
264333893:1,264333893,fund_003,General Fund,25.0
